GeneA,GeneB,Direction,Sign
YGR040W,YFL023W,1,0
YML032C,YGL113W,1,0
YPL204W,YNL178W,1,0
YMR216C,YOR239W,1,0
YFR014C,YBL064C,1,0
YCR091W,YAL028W,1,0
YBR160W,YMR190C,1,0
YIL095W,YPL131W,1,0
YGL180W,YBL055C,1,0
YJL164C,YNL131W,1,0
YHR135C,YBR130C,1,0
YGL059W,YKL116C,1,0
YNL307C,YDL070W,1,0
YOR039W,YBR009C,1,0
YJL164C,YMR182C,1,0
YKL171W,YHR131C,1,0
YJL187C,YHL024W,1,0
YGL059W,YDR068W,1,0
YJL187C,YMR186W,1,0
YJL187C,YLL008W,1,0
YJL057C,YOL078W,1,0
YKL166C,YNR006W,1,0
YOL113W,YBL011W,1,0
YFR014C,YPR083W,1,0
YKL171W,YFL014W,1,0
YDL214C,YBL024W,1,0
YJL128C,YKL038W,1,0
YHR082C,YMR285C,1,0
YBR160W,YDL070W,1,0
YBR160W,YIR023W,1,0
YPL031C,YNL245C,1,0
YDL108W,YOR272W,1,0
YJR059W,YDL070W,1,0
YIL035C,YJR096W,1,0
YJL164C,YLR244C,1,0
YBR160W,YIL112W,1,0
YGL180W,YGR130C,1,0
YPL153C,YNR009W,1,0
YNL307C,YDL186W,1,0
YNL154C,YBR130C,1,0
YOR061W,YDR346C,1,0
YJL106W,YBR130C,1,0
YHR082C,YAL039C,1,0
YGL180W,YGR038CA,1,0
YOL045W,YOR276W,1,0
YGL179C,YPR083W,1,0
YPL042C,YHR084W,1,0
YJL187C,YPR139C,1,0
YHR082C,YOL091W,1,0
YOL113W,YKL178C,1,0
YPL031C,YPR042C,1,0
YGR040W,YNL288W,1,0
YGL059W,YPL006W,1,0
YDR477W,YLR150W,1,0
YCR073C,YCL043C,1,0
YHR082C,YBR225W,1,0
YAR019C,YOR018W,1,0
YHR135C,YIL075C,1,0
YJL057C,YOL125W,1,0
YPL209C,YKL023W,1,0
YMR216C,YLR276C,1,0
YJR059W,YGR100W,1,0
YDL101C,YLR001C,1,0
YMR216C,YGL105W,1,0
YJL141C,YJL141C,1,0
YJL095W,YBL024W,1,0
YPL031C,YLR125W,1,0
YKL101W,YMR155W,1,0
YPL209C,YBL055C,1,0
YNL020C,YJR104C,1,0
YFR014C,YNL316C,1,0
YNL307C,YNL307C,1,0
YNL154C,YER063W,1,0
YKL166C,YJR001W,1,0
YJL164C,YOL070C,1,0
YHL007C,YOL098C,1,0
YHL007C,YBR086C,1,0
YHR135C,YML037C,1,0
YJL164C,YIL047C,1,0
YNL307C,YIL135C,1,0
YHR079C,YNL097C,1,0
YGL180W,YKL048C,1,0
YMR001C,YDR052C,1,0
YGR040W,YAL028W,1,0
YJL164C,YER010C,1,0
YIL035C,YLR079W,1,0
YHR058C,YDL140C,1,0
YHR135C,YDR190C,1,0
YHR135C,YDR301W,1,0
YPL031C,YOL066C,1,0
YHR135C,YGR165W,1,0
YHR082C,YMR295C,1,0
YJL164C,YNR019W,1,0
YHR082C,YNL073W,1,0
YBR160W,YMR001C,1,0
YOR351C,YFL034W,1,0
YDR247W,YIL107C,1,0
YFL033C,YIL116W,1,0
YDL214C,YCR073WA,1,0
YBL105C,YOR372C,1,0
YPL031C,YIL034C,1,0
YPR161C,YMR036C,1,0
YLR248W,YPR160W,1,0
YJL187C,YMR205C,1,0
YKL171W,YDR134C,1,0
YBL016W,YPR139C,1,0
YGL180W,YDL025C,1,0
YBR160W,YLR238W,1,0
YJL164C,YDR035W,1,0
YOL113W,YML037C,1,0
YDR477W,YGR252W,1,0
YCR073C,YDR007W,1,0
YGL179C,YPR135W,1,0
YNL307C,YNL284CA,1,0
YPL153C,YER064C,1,0
YKL139W,YJL089W,1,0
YJL164C,YNL027W,1,0
YOR061W,YHL020C,1,0
YPL203W,YDR001C,1,0
YHR135C,YLR192C,1,0
YHR135C,YNL245C,1,0
YPL204W,YMR203W,1,0
YNL154C,YCR024C,1,0
YIL035C,YKL093W,1,0
YPL031C,YKR094C,1,0
YJR059W,YDL045WA,1,0
YKL203C,YOL139C,1,0
YPL256C,YKL042W,1,0
YHR082C,YBR265W,1,0
YPR054W,YPR054W,1,0
YHR135C,YLR276C,1,0
YJL095W,YKL168C,1,0
YHR135C,YDR277C,1,0
YNL154C,YHL009C,1,0
YPL203W,YMR184W,1,0
YOR039W,YNL131W,1,0
YMR001C,YNL102W,1,0
YJL164C,YNL272C,1,0
YBR160W,YNL152W,1,0
YJR059W,YKL093W,1,0
YHR082C,YDR074W,1,0
YJL164C,YHL013C,1,0
YGR040W,YGR078C,1,0
YGL059W,YOL016C,1,0
YFR014C,YML030W,1,0
YOR351C,YKL159C,1,0
YJL106W,YDR059C,1,0
YHR135C,YDL140C,1,0
YJR059W,YKL168C,1,0
YPL153C,YER122C,1,0
YHR206W,YIL147C,0,0
YDL101C,YDR523C,1,0
YGR092W,YGR223C,1,0
YDL101C,YHR185C,1,0
YBL016W,YDL070W,1,0
YJR059W,YJR044C,1,0
YGL059W,YNL245C,1,0
YJR059W,YBL058W,1,0
YHR135C,YDR188W,1,0
YPL031C,YBR133C,1,0
YGR092W,YMR239C,1,0
YHR082C,YDL166C,1,0
YFR014C,YMR140W,1,0
YBR160W,YNL284CA,1,0
YPL031C,YBL084C,1,0
YGL179C,YJL084C,1,0
YPL031C,YMR153W,1,0
YPL031C,YKL064W,1,0
YIL035C,YKL160W,1,0
YJR059W,YMR102C,1,0
YHR082C,YBR151W,1,0
YLR248W,YDR169C,1,0
YMR001C,YJR053W,1,0
YJL095W,YNL077W,1,0
YJL164C,YOR239W,1,0
YPL031C,YPR188C,1,0
YOL100W,YOL016C,1,0
YHR135C,YCR014C,1,0
YJL165C,YDL039C,1,0
YGL180W,YLR244C,1,0
YHR135C,YMR081C,1,0
YHR135C,YDL013W,1,0
YHL007C,YAL028W,1,0
YJR059W,YLR301W,1,0
YJL106W,YGR130C,1,0
YDL028C,YGL093W,1,0
YJR059W,YDR137W,1,0
YNL154C,YNR047W,1,0
YPL031C,YNL165W,1,0
YPL141C,YMR155W,1,0
YBR160W,YDR285W,1,0
YJR059W,YGL105W,1,0
YBL016W,YNL227C,1,0
YHL007C,YGL245W,1,0
YBR160W,YKL052C,1,0
YGL180W,YIL107C,1,0
YPL204W,YPL204W,1,0
YJR059W,YDL143W,1,0
YJL164C,YHL024W,1,0
YHR135C,YLL043W,1,0
YPL031C,YOR032C,1,0
YKL116C,YPR013C,1,0
YHL007C,YNL027W,1,0
YKL101W,YLR011W,1,0
YPL031C,YER061C,1,0
YMR139W,YKL093W,1,0
YGR040W,YFL048C,1,0
YHR135C,YJL084C,1,0
YBR059C,YPL106C,1,0
YIL035C,YNL131W,1,0
YFR014C,YFL054C,1,0
YLR248W,YHR031C,1,0
YFR014C,YIL010W,1,0
YBR136W,YOR189W,1,0
YBL016W,YBL016W,1,0
YGL059W,YHR028C,1,0
YHR082C,YKL051W,1,0
YOL016C,YMR165C,1,0
YGL180W,YFR038W,1,0
YGL179C,YMR304W,1,0
YOR233W,YDR264C,1,0
YIL095W,YGR276C,1,0
YFR014C,YBL078C,1,0
YGR052W,YNL186W,1,0
YJR059W,YKL116C,1,0
YFR014C,YLR060W,1,0
YJL164C,YKL166C,1,0
YHR079C,YNL065W,1,0
YGR092W,YBR108W,1,0
YPL031C,YLR276C,1,0
YHR135C,YBL007C,1,0
YGL180W,YDR113C,1,0
YJL164C,YLR363C,1,0
YJR059W,YHR207C,1,0
YFR014C,YDR113C,1,0
YGR092W,YOL012C,1,0
YPL031C,YBL047C,1,0
YHR135C,YDR113C,1,0
YBR160W,YDR134C,1,0
YOR231W,YKL015W,1,0
YNL154C,YML096W,1,0
YDL101C,YLR098C,1,0
YBR136W,YPR010C,1,0
YGL180W,YHR009C,1,0
YIL095W,YEL058W,1,0
YPL031C,YMR165C,1,0
YJL057C,YML121W,1,0
YBR160W,YGL090W,1,0
YJL164C,YNL121C,1,0
YGL180W,YMR140W,1,0
YOL113W,YHL004W,1,0
YKL166C,YKR072C,1,0
YHR135C,YOL059W,1,0
YPL031C,YGR001C,1,0
YPL031C,YJR082C,1,0
YHR135C,YHR081W,1,0
YHR082C,YGL051W,1,0
YOL113W,YDL045WA,1,0
YJL164C,YMR229C,1,0
YBR160W,YKL022C,1,0
YGL059W,YGR266W,1,0
YKL166C,YOR163W,1,0
YNL307C,YDL002C,1,0
YNL307C,YOL125W,1,0
YPL141C,YGL084C,1,0
YFR014C,YPR171W,1,0
YHR079C,YDR134C,1,0
YHR135C,YLR003C,1,0
YGR040W,YGR034W,1,0
YNR031C,YNR031C,1,0
YDL214C,YDL220C,1,0
YPL031C,YNL021W,1,0
YNL154C,YPR152C,1,0
YJL164C,YKR048C,1,0
YNL161W,YLR131C,1,0
YHR135C,YHR214CC,1,0
YLR096W,YIL135C,1,0
YPL031C,YKL197C,1,0
YLR113W,YLR079W,1,0
YPL031C,YOL123W,1,0
YPL203W,YMR037C,1,0
YHR082C,YMR302C,1,0
YPL026C,YFL016C,1,0
YPL153C,YBR130C,1,0
YIL035C,YOR254C,1,0
YJL187C,YBL047C,1,0
YNL154C,YLR393W,1,0
YPL031C,YJR076C,1,0
YBR059C,YOR329C,1,0
YBR160W,YLR307W,1,0
YNL307C,YEL015W,1,0
YGL180W,YJR072C,1,0
YGL180W,YGR159C,1,0
YPL153C,YLR335W,1,0
YHL007C,YNL101W,1,0
YJL106W,YLR295C,1,0
YPL209C,YNL031C,1,0
YCR091W,YNL045W,1,0
YJR059W,YJL070C,1,0
YJL164C,YER122C,1,0
YMR216C,YDR432W,1,0
YBR160W,YNL257C,1,0
YJL106W,YJL108C,1,0
YGL059W,YDL019C,1,0
YPL026C,YER064C,1,0
YPL203W,YER109C,1,0
YHR082C,YOL125W,1,0
YJL095W,YNL022C,1,0
YHR082C,YDL149W,1,0
YJL164C,YBL085W,1,0
YNL307C,YDL166C,1,0
YGL059W,YBR059C,1,0
YNL154C,YMR285C,1,0
YDR523C,YJR078W,1,0
YOR061W,YGR270W,1,0
YJL187C,YBL057C,1,0
YHR079C,YOL103WA,1,0
YNL154C,YPR198W,1,0
YGL179C,YPR115W,1,0
YHL007C,YBR063C,1,0
YNL154C,YJL111W,1,0
YCR008W,YHR056C,1,0
YIL095W,YPR160W,1,0
YNL154C,YDR208W,1,0
YOR231W,YDL166C,1,0
YJL095W,YBR225W,1,0
YJL187C,YKR094C,1,0
YGL180W,YEL017W,1,0
YCR008W,YNL253W,1,0
YPL031C,YPL281C,1,0
YBR160W,YML119W,1,0
YPL141C,YFL023W,1,0
YJL164C,YIL107C,1,0
YPL031C,YJL084C,1,0
YLR137W,YGL135W,1,0
YHR082C,YOR196C,1,0
YGL059W,YOL070C,1,0
YNL154C,YHR082C,1,0
YHR082C,YBR247C,1,0
YFR014C,YEL017W,1,0
YNL154C,YBL064C,1,0
YPL031C,YIL075C,1,0
YPL031C,YLR027C,1,0
YPL031C,YOL041C,1,0
YKL171W,YER064C,1,0
YPL204W,YOR187W,1,0
YNL307C,YER098W,1,0
YGR040W,YJR142W,1,0
YHR135C,YOR340C,1,0
YGL180W,YLR276C,1,0
YJL164C,YBR118W,1,0
YHR082C,YGL256W,1,0
YBR160W,YOL092W,1,0
YKL166C,YOL121C,1,0
YPL204W,YNL027W,1,0
YKL171W,YNL027W,1,0
YKL101W,YML035C,1,0
YHL007C,YGR108W,1,0
YLR248W,YDL128W,1,0
YJL164C,YLR350W,1,0
YHR135C,YJR001W,1,0
YGR092W,YDL220C,1,0
YKL166C,YKL171W,1,0
YKL166C,YDL179W,1,0
YLR362W,YDL159W,1,0
YHR082C,YDL113C,1,0
YHR135C,YNL173C,1,0
YKL048C,YPL128C,1,0
YGL180W,YOR123C,1,0
YBL016W,YDR120C,1,0
YFL033C,YBR035C,1,0
YCR091W,YDL002C,1,0
YPL209C,YOR058C,1,0
YDR490C,YMR104C,1,0
YJL164C,YKL062W,1,0
YGR040W,YBL024W,1,0
YHR135C,YFR029W,1,0
YCR091W,YDL039C,1,0
YJR059W,YJL136C,1,0
YPL256C,YMR273C,1,0
YHL007C,YOR092W,1,0
YJL164C,YMR153W,1,0
YBR160W,YGL175C,1,0
YOR351C,YDR207C,1,0
YPL031C,YPR139C,1,0
YJL095W,YDR152W,1,0
YCR008W,YLL011W,1,0
YGL179C,YLR276C,1,0
YGR040W,YNL186W,1,0
YGL180W,YNL165W,1,0
YBR160W,YOR188W,1,0
YKL166C,YOR187W,1,0
YGL180W,YIL156W,1,0
YFR014C,YER092W,1,0
YJL164C,YBR157C,1,0
YJR066W,YPR185W,1,0
YBR160W,YDL028C,1,0
YFR014C,YKL149C,1,0
YKL171W,YOL006C,1,0
YOR231W,YHR157W,1,0
YJL164C,YDR158W,1,0
YBR160W,YPR018W,1,0
YPL031C,YLR262C,1,0
YNL154C,YNL149C,1,0
YDR477W,YBL061C,1,0
YPL031C,YJL200C,1,0
YHR082C,YNL186W,1,0
YBL088C,YDL220C,1,0
YGL158W,YGR063C,1,0
YBR160W,YCL014W,1,0
YPL031C,YGR130C,1,0
YGR040W,YER098W,1,0
YKL166C,YDL165W,1,0
YJL187C,YHR142W,1,0
YPL031C,YPL133C,1,0
YKL171W,YPR063C,1,0
YNL154C,YOR092W,1,0
YHR135C,YDR034CC,1,0
YJR059W,YKL061W,1,0
YPL141C,YJR095W,1,0
YPL204W,YER177W,1,0
YBR160W,YLR314C,1,0
YHR135C,YIL091C,1,0
YLR113W,YER118C,1,0
YGL059W,YNL186W,1,0
YFR014C,YGL208W,1,0
YHR135C,YJR019C,1,0
YPL031C,YKL127W,1,0
YNL307C,YML080W,1,0
YFL033C,YHR132WA,1,0
YJR059W,YPL100W,1,0
YJL164C,YDL025C,1,0
YKL048C,YOR233W,1,0
YGL180W,YKR041W,1,0
YJL187C,YKL160W,1,0
YOR061W,YOR119C,1,0
YGR040W,YLR310C,1,0
YBR160W,YLL021W,1,0
YMR001C,YGR092W,1,0
YJL164C,YDR153C,1,0
YKL101W,YMR239C,1,0
YOR061W,YDR168W,1,0
YNL307C,YNL201C,1,0
YPL031C,YLR003C,1,0
YPL203W,YPL203W,1,0
YGL158W,YML035C,1,0
YDL214C,YDL131W,1,0
YNL307C,YLR132C,1,0
YDL214C,YML037C,1,0
YJL095W,YGR094W,1,0
YNL298W,YAL043C,1,0
YHL007C,YGR159C,1,0
YHL007C,YBR108W,1,0
YCR008W,YFL023W,1,0
YHR135C,YPL181W,1,0
YNL154C,YER082C,1,0
YPL031C,YIL020C,1,0
YLR248W,YNL272C,1,0
YDR523C,YIL103W,1,0
YJL164C,YEL015W,1,0
YFR014C,YKL151C,1,0
YKL101W,YDL223C,1,0
YHR082C,YMR229C,1,0
YJR059W,YKL080W,1,0
YPL042C,YLR228C,1,0
YCR091W,YKL126W,1,0
YNL154C,YNL272C,1,0
YPL209C,YIL156W,1,0
YNL307C,YNL187W,1,0
YPL031C,YNL289W,1,0
YMR216C,YNL186W,1,0
YGL179C,YGR126W,1,0
YKL166C,YHR182W,1,0
YJR059W,YNL284CA,1,0
YJL187C,YMR001C,1,0
YGR092W,YHR182W,1,0
YPL153C,YGR109C,1,0
YGL179C,YLR150W,1,0
YJL187C,YBR264C,1,0
YPL209C,YNL007C,1,0
YHR135C,YPR013C,1,0
YNL298W,YKL099C,1,0
YMR001C,YOR195W,1,0
YHR205W,DOT6TOD6,1,0
YPL141C,YMR291W,1,0
YHR135C,YNL272C,1,0
YPL031C,YIL057C,1,0
YGL179C,YPR035W,1,0
YOR351C,YOR344C,1,0
YFR014C,YKR092C,1,0
YJR059W,YJL167W,1,0
YLR248W,YNL284CA,1,0
YPL204W,YLR003C,1,0
YCR073C,YGL134W,1,0
YHR135C,YGR100W,1,0
YMR001C,YNL068C,1,0
YBR160W,YLL002W,1,0
YJL164C,YOR070C,1,0
YPL031C,YPR091C,1,0
YDR477W,YKL079W,1,0
YPL031C,YHR068W,1,0
YJL095W,YOR177C,1,0
YPL209C,YFL001W,1,0
YHR079C,YPR158CC,1,0
YHR079C,YOR162C,1,0
YNL307C,YMR165C,1,0
YHR135C,YDL223C,1,0
YJL164C,YDR169C,1,0
YOL113W,YGR282C,1,0
YJL106W,YMR165C,1,0
YKL166C,YMR223W,1,0
YNL154C,YDR330W,1,0
YAL017W,YDL153C,1,0
YJL187C,YPL240C,1,0
YJL165C,YAR007C,1,0
YNL020C,YBL007C,1,0
YFR014C,YBR109C,1,0
YGL158W,YJR094WA,1,0
YGL180W,YNL149C,1,0
YHR079C,YPR198W,1,0
YGL180W,YPR115W,1,0
YKL116C,YGL245W,1,0
YHR135C,YLR410W,1,0
YGR040W,YBR272C,1,0
YHR082C,YOR210W,1,0
YJL164C,YLL028W,1,0
YGL059W,YLL038C,1,0
YKL166C,YOL052C,1,0
YGL059W,YMR120C,1,0
YJL095W,YNL293W,1,0
YGL059W,YKR100C,1,0
YPL031C,YFR049W,1,0
YGL180W,YGR027WA,1,0
YNL154C,YDL043C,1,0
YJR059W,YMR153W,1,0
YFR014C,YKL042W,1,0
YPL141C,YGR276C,1,0
YJL165C,YDR022C,1,0
YPL153C,YPL153C,1,0
YPL031C,YDL051W,1,0
YMR139W,YNL272C,1,0
YHR205W,YDR169C,1,0
YLR248W,YBL007C,1,0
YBR059C,YLL018C,1,0
YPL031C,YER101C,1,0
YBR160W,YLR183C,1,0
YHR135C,YOR141C,1,0
YNL154C,YLR401C,1,0
YGL180W,YLR323C,1,0
YOL045W,YKL035W,1,0
YJL187C,YKL121W,1,0
YLR248W,YFR022W,1,0
YGR092W,YKR022C,1,0
YJL164C,YGL180W,1,0
YJR059W,YPR160W,1,0
YJL165C,YMR153W,1,0
YPL031C,YPR089W,1,0
YKL171W,YOL104C,1,0
YGL059W,YKL079W,1,0
YPL150W,YGL013C,1,0
YHR079C,YKL168C,1,0
YFR014C,YER143W,1,0
YBR160W,YMR273C,1,0
YJL164C,YNL136W,1,0
YPL153C,YPR013C,1,0
YJR059W,YDR169C,1,0
YHR079C,YOR181W,1,0
YKL116C,YMR052W,1,0
YGL180W,YKL160W,1,0
YJL095W,YNR006W,1,0
YHR135C,YJL108C,1,0
YNL154C,YNL218W,1,0
YHR135C,YHL009C,1,0
YNL154C,YNL173C,1,0
YHR079C,YMR165C,1,0
YNL154C,YBL086C,1,0
YHR135C,YKL146W,1,0
YHR082C,YFL023W,1,0
YJR059W,YJL020C,1,0
YBR160W,YHR118C,1,0
YPL153C,YER169W,1,0
YJR059W,YPR040W,1,0
YJL164C,YGL043W,1,0
YPL141C,YLL008W,1,0
YDR477W,YKL008C,1,0
YJL164C,YOR347C,1,0
YPL031C,YBL078C,1,0
YCR091W,YIL135C,1,0
YPL031C,YHR205W,1,0
YHR135C,YGL008C,1,0
YHR135C,YNL167C,1,0
YPL031C,YKL056C,1,0
YHR135C,YOR123C,1,0
YIL095W,YNL271C,0,0
YJL187C,YHR182W,1,0
YPL031C,YNL054WA,1,0
YFR014C,YBL047C,1,0
YPL031C,YJL020C,1,0
YHR135C,YNL007C,1,0
YJR059W,YLR319C,1,0
YNL154C,YNL284CA,1,0
YGL180W,YIR003W,1,0
YGL158W,YLL008W,1,0
YBL016W,YMR262W,1,0
YPL031C,YIL010W,1,0
YGR052W,YCR017C,1,0
YBR160W,YKL168C,1,0
YJL187C,YDL070W,1,0
YJL164C,YGR276C,1,0
YBR160W,YKL048C,1,0
YJL106W,YER020W,1,0
YHR082C,YHR030C,1,0
YHR082C,YDR034CC,1,0
YJR059W,YDL078C,1,0
YHR079C,YOR113W,1,0
YHR135C,YLR265C,1,0
YNL154C,YPR091C,1,0
YNL289W,YJR072C,1,0
YGL179C,YAR014C,1,0
YNL289W,YOR032C,1,0
YPL031C,YCL030C,1,0
YPL031C,YGL079W,1,0
YJR059W,YJR130C,1,0
YPL031C,YOL001W,1,0
YBR160W,YDR217C,1,0
YPL031C,YBL011W,1,0
YNL154C,YNL066W,1,0
YOR233W,YDR179C,1,0
YDR490C,YDR283C,1,0
YNL307C,YBL023C,1,0
YHR135C,YML096W,1,0
YIL035C,YMR173W,1,0
YHL007C,YER063W,1,0
YGL179C,YER072W,1,0
YPL141C,YOR281C,1,0
YPL042C,YOL092W,1,0
YNL307C,YOL091W,1,0
YBL016W,YPR158WA,1,0
YHR135C,YDL153C,1,0
YDL101C,YJR056C,1,0
YFR014C,YOR340C,1,0
YOL113W,YEL032W,1,0
YJR059W,YNL245C,1,0
YPL031C,YLL022C,1,0
YJL164C,YLR259C,1,0
YPL031C,YDR132C,1,0
YKL166C,YGR285C,1,0
YGR040W,YJR108W,1,0
YJR059W,YLR397C,1,0
YGL158W,YOR044W,1,0
YBR059C,YKR094C,1,0
YNL154C,YIL156W,1,0
YKL166C,YPL056C,1,0
YGL059W,YIL070C,1,0
YJL187C,YER122C,1,0
YDR477W,YNL186W,1,0
YJL106W,YNL245C,1,0
YHR135C,YIL010W,1,0
YOR231W,YER064C,1,0
YJL106W,YPR013C,1,0
YGL059W,YOR113W,1,0
YJR059W,YGR267C,1,0
YHR079C,YKR105C,1,0
YBR160W,YOR177C,1,0
YKL101W,YMR229C,1,0
YGL180W,YLR257W,1,0
YJL164C,YFL050C,1,0
YJL095W,YJL196C,1,0
YOR351C,YPL077C,1,0
YHL007C,YNL173C,1,0
YHR082C,YGR094W,1,0
YGR092W,YCR105W,1,0
YJL164C,YKL127W,1,0
YPL141C,YNL272C,1,0
YCL024W,YAL034WA,1,0
YMR139W,YGR249W,1,0
YGL179C,YOL082W,1,0
YFR014C,YJL160C,1,0
YPL031C,YBL061C,1,0
YJL095W,YNL133C,1,0
YBR160W,YCL051W,1,0
YDL028C,YAL047C,1,0
YMR216C,YPR019W,1,0
YOR351C,YBL007C,1,0
YNL020C,YDR099W,1,0
YGL179C,YGR276C,1,0
YGL180W,YOL091W,1,0
YOR267C,YNR019W,1,0
YBL016W,YGR237C,1,0
YGL179C,YIL156W,1,0
YHR079C,YMR295C,1,0
YPL203W,YDR172W,1,0
YBR059C,YFR024CA,1,0
YDL017W,YEL032W,1,0
YJL106W,YKL168C,1,0
YGL180W,YNL272C,1,0
YHR135C,YHR009C,1,0
YHR082C,YMR239C,1,0
YFR014C,YIL074C,1,0
YLR248W,YLR257W,1,0
YJL187C,YBL061C,1,0
YBR160W,YPR174C,1,0
YPL031C,YLL018CA,1,0
YBR160W,YML027W,1,0
YGL180W,YOR344C,1,0
YJR059W,YLR003C,1,0
YGL158W,YNL186W,1,0
YJL164C,YMR203W,1,0
YGL180W,YFL023W,1,0
YFL033C,YGL185C,1,0
YBR059C,YMR250W,1,0
YOR061W,YDR043C,1,0
YPL031C,YLR231C,1,0
YPL153C,YDR266C,1,0
YJL164C,YPL232W,1,0
YPL031C,YHR115C,1,0
YHR135C,YFL023W,1,0
YHR135C,YAL037W,1,0
YDL101C,YLR265C,1,0
YFR014C,YMR049C,1,0
YGL059W,YMR140W,1,0
YNL154C,YMR290C,1,0
YJL164C,YPL100W,1,0
YHR135C,YPL078C,1,0
YJL164C,YER082C,1,0
YIL095W,YDL013W,1,0
YHR135C,YDR312W,1,0
YHR079C,YMR184W,1,0
YOL100W,YDR383C,1,0
YJR059W,YPL019C,1,0
YHR082C,YPL217C,1,0
YDR477W,YBL055C,1,0
YKL139W,YOL012C,1,0
YGL180W,YLR098C,1,0
YFR014C,YNL021W,1,0
YJL106W,YDR034CC,1,0
YGL180W,YHR156C,1,0
YJL106W,YDR292C,1,0
YGL180W,YBL011W,1,0
YNL154C,YFR022W,1,0
YHR082C,YPL094C,1,0
YAL017W,YDR259C,1,0
YPL031C,YDL181W,1,0
YNL154C,YDR037W,1,0
YJL095W,YML037C,1,0
YLR113W,YBR182C,1,0
YJR059W,YHR158C,1,0
YHL007C,YCR100C,1,0
YDL214C,YAR019C,1,0
YHR135C,YFL031W,1,0
YDR507C,YDL225W,1,0
YPL042C,YPL248C,1,0
YNL154C,YOR123C,1,0
YJL164C,YGL116W,1,0
YPL141C,YNL284CA,1,0
YFR014C,YBR001C,1,0
YDL214C,YOL065C,1,0
YHR135C,YFR014C,1,0
YHR079C,YHR114W,1,0
YPL236C,YBR010W,1,0
YMR001C,YAR019C,1,0
YNL020C,YLR206W,1,0
YJL187C,YPL236C,1,0
YGL059W,YGR008C,1,0
YNL307C,YPL257WA,1,0
YJR059W,YGR161C,1,0
YPL031C,YPL023C,1,0
YJR059W,YNR019W,1,0
YPL031C,YCL014W,1,0
YFR014C,YHR182W,1,0
YGR262C,YHR205W,0,0
YLR079W,YPL256C,0,0
YJR059W,YHL021C,1,0
YOL016C,YGR159C,1,0
YHR079C,YJL108C,1,0
YJL106W,YIL069C,1,0
YBL016W,YER082C,1,0
YHR079C,YER036C,1,0
YDR477W,YDL225W,1,0
YBR160W,YDL025C,1,0
YFR014C,YLR319C,1,0
YKL126W,YNR047W,0,0
YJL187C,YNL066W,1,0
YPL031C,YIL053W,1,0
YLR096W,YNL054W,1,0
YNL154C,YOL139C,1,0
YHR135C,YBL011W,1,0
YNL154C,YMR295C,1,0
YPL031C,YNL233W,1,0
YPL031C,YMR316W,1,0
YKL101W,YNL064C,1,0
YHR079C,YBL064C,1,0
YPL209C,YKL089W,1,0
YHR135C,YER125W,1,0
YOR231W,YAR019C,1,0
YJL164C,YNL227C,1,0
YGR092W,YKL140W,1,0
YPL141C,YOR141C,1,0
YPL153C,YER098W,1,0
YBR160W,YPL267W,1,0
YLR113W,YJL093C,1,0
YNL154C,YCL008C,1,0
YBR160W,YLR430W,1,0
YOL045W,YCL037C,1,0
YBR136W,YCL061C,1,0
YFR014C,YLR457C,1,0
YPL026C,YCR073WA,1,0
YJL187C,YLR132C,1,0
YGL059W,YNL263C,1,0
YKL116C,YDL128W,1,0
YHR082C,YDL019C,1,0
YDR477W,YPR143W,1,0
YNL307C,YKL093W,1,0
YGL059W,YFL017WA,1,0
YGL180W,YOL123W,1,0
YPL031C,YLR293C,1,0
YHL007C,YHL024W,1,0
YGL059W,YMR086W,1,0
YDR477W,YBR155W,1,0
YFR014C,YGL023C,1,0
YJL106W,YDL006W,1,0
YPL203W,YNL263C,1,0
YGL179C,YIL084C,1,0
YJL128C,YKR055W,1,0
YJL057C,YML073C,1,0
YNL154C,YPR137CA,1,0
YJL164C,YIL033C,1,0
YPL031C,YMR039C,1,0
YJR059W,YGL008C,1,0
YNL307C,YJR141W,1,0
YNL154C,YDR134C,1,0
YGL179C,YDR169C,1,0
YPL031C,YKL185W,1,0
YNL154C,YPL191C,1,0
YGL180W,YBR130C,1,0
YPL031C,YHR111W,1,0
YBR160W,YOR373W,1,0
YGL158W,YGR024C,1,0
YHR082C,YGR038CA,1,0
YHR079C,YPR067W,1,0
YJL141C,YMR037C,1,0
YKL101W,YNL272C,1,0
YDL017W,YPL153C,1,0
YPL209C,YGR140W,1,0
YFL033C,YER151C,1,0
YJR059W,YIL156W,1,0
YJL164C,YLR133W,1,0
YHR082C,YMR290C,1,0
YKL171W,YER098W,1,0
YBR160W,YNL102W,1,0
YPL203W,YKL038W,1,0
YNL154C,YDL006W,1,0
YOL113W,YNL227C,1,0
YBL016W,YJL157C,1,0
YGL158W,YNL117W,1,0
YOL113W,YPR032W,1,0
YHR082C,YLL011W,1,0
YIL035C,YDR043C,1,0
YPL150W,YDL128W,1,0
YCR091W,YAR019C,1,0
YNL154C,YPL138C,1,0
YNL298W,YAL041W,1,0
YJL164C,YKR094C,1,0
YOL113W,YKL184W,1,0
YJR059W,YLL043W,1,0
YHL007C,YBL085W,1,0
YNL154C,YKR071C,1,0
YFR014C,YIL167W,1,0
YMR001C,YPR067W,1,0
YGL180W,YOL078W,1,0
YGL180W,YCL014W,1,0
YNL307C,YMR280C,1,0
YHR205W,YDR005C,1,0
YJR059W,YLL029W,1,0
