Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes	UBC degree	UBC degree / forest size
prizes_beta0.25_mu0.030_omega4.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega4.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega5.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega5.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega6.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega6.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega7.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega7.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega8.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega8.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega9.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.030_omega9.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega0.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega1.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega1.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega10.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega2.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega2.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega3.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega3.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega4.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega4.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega5.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega5.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega6.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega6.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega7.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega7.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega8.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega8.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega9.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.035_omega9.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega0.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega1.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega1.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega10.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega2.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega2.5_seed122815_optimalForest.sif	0	0	0	1596	0	0
prizes_beta0.25_mu0.040_omega3.0_seed122815_optimalForest.sif	0	0	0	1596	0	0
