Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes	UBC degree	UBC degree / forest size
prizes_beta1.75_mu0.095_omega4.5_seed343_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed344_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed345_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed346_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed347_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed348_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed349_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed34_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed350_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed351_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed352_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed353_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed354_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed355_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed356_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed357_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed358_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed359_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed35_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed360_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed361_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed362_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed363_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed364_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed365_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed366_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed367_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed368_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed369_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed36_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed370_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed371_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed372_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed373_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed374_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed375_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed376_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed377_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed378_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed379_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed37_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed380_optimalForest.sif	249	3	246	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed381_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed382_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed383_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed384_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed385_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed386_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed387_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed388_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed389_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed38_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed390_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed391_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed392_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed393_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed394_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed395_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed396_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed397_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed398_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed399_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed39_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed3_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed400_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed401_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed402_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed403_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed404_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed405_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed406_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed407_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed408_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed409_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed40_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed410_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed411_optimalForest.sif	249	3	246	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed412_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed413_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed414_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed415_optimalForest.sif	249	3	246	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed416_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed417_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed418_optimalForest.sif	249	3	246	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed419_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed41_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed420_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed421_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed422_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed423_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed424_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed425_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed426_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed427_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed428_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed429_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed42_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed430_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed431_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed432_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed433_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed434_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed435_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed436_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed437_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed438_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed439_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed43_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed440_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed441_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed442_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed443_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed444_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed445_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed446_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed447_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed448_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed449_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed44_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed450_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed451_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed452_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed453_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed454_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed455_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed456_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed457_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed458_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed459_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed45_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed460_optimalForest.sif	249	3	246	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed461_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed462_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed463_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed464_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed465_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed466_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed467_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed468_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed469_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed46_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed470_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed471_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed472_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed473_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed474_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed475_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed476_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed477_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed478_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed479_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed47_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed480_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed481_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed482_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed483_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed484_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed485_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed486_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed487_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed488_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed489_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed48_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed490_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed491_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed492_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed493_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed494_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed495_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed496_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed497_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed498_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed499_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed49_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed4_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed500_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed501_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed502_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed503_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed504_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed505_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed506_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed507_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed508_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed509_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed50_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed510_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed511_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed512_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed513_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed514_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed515_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed516_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed517_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed518_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed519_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed51_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed520_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed521_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed522_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed523_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed524_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed525_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed526_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed527_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed528_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed529_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed52_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed530_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed531_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed532_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed533_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed534_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed535_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed536_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed537_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed538_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed539_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed53_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed540_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed541_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed542_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed543_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed544_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed545_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed546_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed547_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed548_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed549_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed54_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed550_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed551_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed552_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed553_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed554_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed555_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed556_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed557_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed558_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed559_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed55_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed560_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed561_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed562_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed563_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed564_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed565_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed566_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed567_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed568_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed569_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed56_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed570_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed571_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed572_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed573_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed574_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed575_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed576_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed577_optimalForest.sif	249	3	246	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed578_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed579_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed57_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed580_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed581_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed582_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed583_optimalForest.sif	246	3	243	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed584_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed585_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed586_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed587_optimalForest.sif	248	3	245	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed588_optimalForest.sif	247	3	244	1596	0	0.000000
prizes_beta1.75_mu0.095_omega4.5_seed589_optimalForest.sif	248	3	245	1596	0	0.000000
