Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	SigPeptide7	SigPeptide8	SigPeptide9	SigPeptide10	SigPeptide11	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	InsigPeptide11	InsigPeptide12	InsigPeptide13	InsigPeptide14	InsigPeptide15	InsigPeptide16	InsigPeptide17	InsigPeptide18	InsigPeptide19	InsigPeptide20	ActivitySummaryT05	ActivitySummaryT10	ActivitySummaryT15	ActivitySummaryT20	ActivitySummaryT25	ActivitySummaryT30	ActivitySummaryT35	ActivitySummaryT40	ActivitySummaryT45	ActivitySummaryT50	ActivitySummaryT55	ActivitySummaryT60	FirstActive	HeatMapBg1	HeatMapBg2	HeatMapBg3	HeatMapBg4	HeatMapBg5	HeatMapBg6	HeatMapBg7	HeatMapBg8	HeatMapBg9	HeatMapBg10	HeatMapBg11
YAL023C	Excluded	true												0, -0.040407874698, -0.117114402642, -0.0304571435981, -0.123465372855, -0.0303098035268, -0.119996316591, -0.136711701508, 0.281431196996, -0.091924957211, -8.65642994082e-05, -0.13504726354, 0.0418036876571, 0.0418036876571																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL024C	SigPrize	false	0, 0.451118776395, 0.451118776395, 0.50589092973, 0.581110175226, 0.592827754784, 0.586212294924, 0.81368885578, 0.72307794712, 0.310572794597, 0.559540758771, 0.380951043626, 0.605115001689, 0.890252115157	0, -0.0729531096078, -0.570764341504, -0.180560704128, -0.262936305906, -0.223761226278, -0.32584672223, -0.870782936336, -0.407191376692, -0.696236783413, -0.673140554954, -0.509861202295, -0.446659158741, -0.669648123782	0, 0.0781999199214, 0.375845724668, 0.0900404154728, 0.0900404154728, 0.350270924228, 0.234991741249, 0.229341813044, 0.229341813044, 0.401084301505, 0.417596012967, 0.157690513582, 0.157690513582, 0.580434959402	0, 0.10540989404, -0.283948534549, -0.405183955639, -0.405183955639, 0.0255958358827, 0.0384361816561, 0.0524158941511, -0.130318071003, -0.187181439519, -0.138314546282, -0.119306639349, -0.321910061312, -0.312867626731	0, 0.215864939153, 0.268913415758, 0.363451457072, 0.143524032522, 0.142348082145, 0.00977712161153, 0.187514398193, 0.187514398193, 0.216858359775, 0.0389979787975, 0.0389979787975, 0.112633416985, 0.112633416985							0, -0.0234310652226, -0.147953207063, 0.0154975693953, -0.186770857453, -0.105395625857, -0.0952962630795, -0.0724220738982, -0.0867371678448, -0.107616746202, -0.0307518688912, -0.0200478420483, -0.0168330842207, -0.13272027172	0, 0.0234682805039, -0.0795999786078, 0.0873270517975, 0.0843364457233, 0.101112158474, 0.100035721162, 0.346417993544, -0.0456547739399, 0.244278198578, 0.117562069257, 0.145742660278, 0.0384361816561, 0.388134418814	0, -0.0345149036025, 0.000288510158124, -8.65642994082e-05, -0.0887916341262, 0.0870554345434, -0.0950496906911, -0.182114830143, 0.0947765568956, 0.01977306904, -0.00264255059677, 0.0368901105403, 0.122738971955, 0.0394191831334																				1	1	0		0	0	1	0	0	1	T05	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL025C	Excluded	false												0, -0.0239003631165, -0.0463250155505, -0.0429471908832, -0.0166725342162, -0.0107301748313, -0.0271897297933, -0.0306339715488, 0.0112093614203, 0.0288520058475, -0.0330380336653, -0.0442408411531, -0.027630840003, -0.0476962570919																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL026C	Excluded	false	0, -1.37048950066, -0.220546952532, -0.314302002511, -0.107305894239, -0.460310126666, -0.551310448231, -0.551310448231, -0.509943375536, -0.363493699801, -0.412193386334, -0.682510685741, -0.637019612378, -0.491916215618																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL029C	Excluded	false												0, -0.0166871289329, -0.0289991393902, 0.0543622884497, -0.00168894142135, -0.127777989296, 0.00504061670053, -0.0207501967415, 0.0585243118408, 0.0064775640712, 0.0861043712433, -0.0272338347455, 0.0822938359514, -0.0189803326314																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL031C	SigPrize	false	0, 0.0574156124272, 0.271784213569, 0.261951978592, 0.24914190328, 0.425351877457, 0.422017656994, 0.625457536573, 0.676177124149, 0.713519865695, 0.683471892855, 0.848157197099, 0.825134334619, 0.872001311483	0, -0.0244872002422, -0.00443588635042, -0.0753831937346, -0.0821329238352, -0.168155179286, -0.292987708646, -0.415229871443, -0.485256599199, -0.618118628361, -0.713899537766, -0.752315487238, -0.793306770123, -0.825465745305																														0	0	0	1	0	1	1		-1		-1		T20	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL035W	Excluded	false	0, -0.0250595963595, 0.183327706045, 0.259182080338, 0.32354300915, 0.373174890753, 0.959844327857, 0.290896181188, 0.290896181188, 1.73179147872, 1.66234224152, 1.7794698573, 1.91096286083, 1.91096286083	0, 0.0557509641185, 0.197865391354, 0.0640550644104, 0.360532838658, -0.176772386469, 0.0576928671683, -0.0934479965574, -0.0934479965574, 0.00245049923482, -0.338031550285, -0.338031550285, -0.619048956374, -0.619048956374																																										Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL038W	SigPrize	false	0, -0.0917865787839, -0.232260464454, -0.592658126903, -0.816672293955, -0.946443756329, -1.31297515546, -1.4466984837, -1.59217957058, -1.65417218648, -1.71406519206, -1.47673915955, -1.62954553533, -1.58346287755											0, -0.114113313272, -0.263247940502, -0.0807743460251, 0.143001506242, 0.0709388213434, -0.0559811846779, -0.0358010114168, -0.221539079193, -0.0373251284766, -0.0633337962286, -0.100066476863, -0.0221998840827, 0.256527626892	0, 0.0437644423102, 0.0226163790673, 0.0702519218204, -0.101412397239, 0.144307467263, -0.0078406745962, 0.168128529577, -0.00371249886214, -0.00734756947564, 0.249748715084, 0.0172092900322, -0.088101375092, -0.0872734999515	0, -0.111710693153, -0.0564161854473, 0.0405417938628, 0.0301241614551, -0.171595888164, 0.124989769979, 0.126972856258, -0.0696941164142, 0.2533842358, 0.0207688650946, 0.0861043712433, -0.0825911598686, 0.103396924492	0, -0.0462952204216, -0.075003223167, -0.00267145768663, 0.0214797274105, 0.111031312389, 0.0551956542421, 0.134746655368, -0.00929196137649, 0.0401209172009, -0.00190561543704, -0.015476269603, -0.0081888503011, -0.00213677026083	0, -0.081415313219, -0.120184467619, 0.0140695825017, 0.123136426856, 0.187007566977, -0.0771323484662, 0.111164889079, 0.0201999229435, 0.0174943794593, 0.0174943794593, 0.130930869826, -0.0198137997814, -0.00304730257226	0, 0.0706641007788, 0.0325240656922, -0.0441962132073, -0.0691642787202, 0.0312540254705, 0.0281447677134, 0.0326651122818, 0.0326651122818, 0.00432160595009, -0.0332889949173, -0.0231524918108, 0.0899048684213, 0.0899048684213	0, -0.0431701512905, -0.129165802735, -0.0665935456079, -0.0665935456079, 0.0210532520541, 0.0210532520541, 0.000288510158124, 0.000288510158124, 0.154971988316, 0.124063396027, 0.039699917721, 0.0147837526271, 0.102456576651														0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	T10	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL041W	SigPrize	true	0, 0.558855369686, 0.558855369686, 0.408820534529, 0.644502372419, 0.450063094333, 0.463413203818, 0.463413203818, 0.360308084795, 0.16658691407, 0.16658691407, 0.654893757473, 0.166972472411, 0.400210007082											0, -0.00212232199923, -0.00476876643436, -0.047919952707, -0.00717357260624, -0.0609239067865, -0.0954658060454, -0.0772388872575, -0.0937096903966, -0.0655514359474, -0.132340710851, -0.0496510377323, -0.102945490731, -0.0490688032003	0, -0.0266017925684, 0.0301241614551, 0.00129784159565, -0.00270036535572, 0.024461530141, 0.0230423926659, 0.00949050294745, 0.0238940426557, 0.0558897581963, -0.0147473264798, -0.0186587722992, -0.0120388869343, -0.0359341225136	0, 0.0330881693322, 0.109828565307, -0.00249802383492, 0.0352015957186, -0.0867678100232, -0.0867678100232, -0.219975528248, -0.215462515107, -0.154265088035, -0.0543922968186, -0.101149302579, 0.00317044288013, -0.128708307625	0, 0.0701145026613, -0.0842420157672, 0.179383654356, 0.325501549334, 0.325501549334, 0.0478175480214, -0.0304129399967, 0.106616328988, -0.194773592036, 0.0220481651802, 0.0361868028478, -0.0527153710146, -0.110900321626																	0	-1	1	0	0	0	0	0	0	1	0	0	T10	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL043C	Excluded	false	0, 0.333309229575, -0.0799659126722, 0.148999162588, 0.367594721961, 0.156914314653, 0.101112158474, 0.122076303696, 0.0137838154331, 0.0586628393786, 0.0586628393786, 0.201759307458, 0.192699177992, 0.170950553318																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL047C	Excluded	false												0, 0.731530837054, -0.28036968904, 0.0226163790673, 0.118226813793, -0.151057636562, -0.195830765655, -0.422056425616, 0.0356239097307, 0.0356239097307, 0.0356239097307, -0.0746081599075, 0.243912758873, 0.136716384488																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL051W	Excluded	false												0, 0.145481822266, -0.0139750486783, 0.0831112269313, -0.0439136016048, 0.0226163790673, 0.0229004021101, -0.0129848067621, 0.0973411087967, 0.0772429989325, 0.0635029423062, 0.0677763720485, 0.0543622884497, 0.0757379823941																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL053W	Excluded	false	0, 0.18142064028, 0.158724796297, -0.0430066436227, -0.211715209702, -0.058292691319, -0.0752463928014, -0.074623352648, -0.259443681978, -0.589615474067, -0.302724360914, -0.145892613137, -0.145892613137, -0.32230685205																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAL056W	Excluded	false												0, 0.0758748669751, 0.0692897127155, -0.0217164930938, -0.24379650542, -0.215462515107, -0.0186295430954, -0.256441947778, 0.0166389421138, 0.00633393372205, -0.0851599748477, 0.03365205249, 0.0316774964508, 0.034779158048	0, -0.0543323730355, 0.0071955014042, 0.0531113364596, 0.0531113364596, -0.157962494446, 0.00949050294745, -0.23612955576, -0.32702257922, -0.243642766449, -0.236945425171, -0.277184273663, -0.327167366338, -0.36914725056																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAR002W	SigPrize	false	0, 0.00504061670053, -0.164528606967, -0.0400221709902, -0.0488897013762, -0.110495306495, -0.280089370376, -0.182605954802, -0.342122232635, -0.308966175221, -0.320017789256, -0.257907531919, -0.51987967181, -0.428837749987	0, -0.259236465196, -0.178959252822, -0.0825911598686, -0.521639043604, -0.069421604154, 0.0298415571367, -0.115988262416, 0.000432743603971, -0.258045545938, -0.247748089406, -0.194459892688, -0.119243957764, -0.146467366602	0, -0.0407194799123, -0.0783656359482, -0.202704738235, -0.164043596807, -0.0906953918658, -0.122491311329, -0.169777132779, -0.193519203701, -0.211414509021, -0.318793640658, -0.231277875232, -0.250869099745, -0.488612927993	0, -0.112755497234, -0.35525769058, 0.162854528191, -0.339582452849, -0.106016573858, 0.0412429822319, -0.0246779737157, 0.427498905222, 0.427498905222, 0.427498905222, 0.103128316217, 0.450696596264, 0.418783638512								0, -0.0153304515106, -0.032654294995, 0.0194884295914, 0.0216218578515, 0.0210532520541, -0.00479771615877, -0.0753983946391, 0.0139267060429, 0.0271540515037, 0.0713508041288, -0.132562109222, -0.0210136679306, -0.0373991557355	0, -0.0277190782319, -0.0180158665714, 0.0146409468818, 0.00834345852933, 0.0557509641185, 0.00762609237618, -0.00775364379772, 0.0416635317294, -0.003582327626, -0.0292788441454, -0.0494867939437, 0.02062665059, -0.0646911301535	0, -0.0689523981146, -0.0215261108016, 0.00187428553135, -0.0174170530774, 0.0071955014042, 0.00216242115062, -0.000663792402769, -0.0343523738844, 0.109026176498, 0.0889556823082, 0.0749164020525, 0.0762854428089, -0.0080292593391	0, 0.0786098346964, 0.0318186258264, 0.0142124448121, 0.0335111023613, -0.0463250155505, -0.0403485289538, -0.00540579460182, -0.0374731867931, 0.0207688650946, -0.00355340227958, 0.0236102151826, -0.0274837882802, -0.0283368969912	0, -0.137552576215, -0.036451893561, -0.0628062888297, -0.134223680884, -0.147361882921, -0.158139564584, -0.174116703963, -0.204565508733, -0.220009135176, -0.239361743816, -0.286040301662, -0.262520897798, -0.299435993486	0, 0.0183493098789, 0.0846085753178, 0.106080260225, 0.278936314679, 0.0679140140885, 0.138683427979, 0.135666196969, 0.12194373351, 0.326997464566, 0.0984195577655, -0.0149222392425, 0.0226163790673, 0.0873270517975	0, 0.0543622884497, 0.077106244106, 0.0455827600196, 0.0893625528277, 0.02062665059, 0.0669502439246, 0.00288250853312, -0.0188926272508, -0.0504874779538, -0.074243582125, -0.0833552101777, -0.072088380043, -0.124235661214	0, 0.0183493098789, 0.0240359354555, 0.00216242115062, 0.00863030514344, -0.00450824505266, 0.00662118012238, 0.00791308164326, 0.0353423807922, 0.0044654367703, 0.032100843167, 0.0349199843492, 0.0560285389228, -0.0879480290346	0, 0.0810668804919, 0.0803847874146, 0.0625362198954, 0.0648828515849, 0.0807940819582, 0.0934249594191, 0.0652965671278, 0.0635029423062, 0.0839281550624, 0.0798388806667, 0.078883046522, 0.077379740797, 0.0319597413975	0, 0.0162110331559, -0.0048700930114, 0.0532503847023, 0.0432044985652, -0.0411053701152, -0.029116903204, -0.0730896932471, -0.0390583626194, -0.0386582006516, 0.00317044288013, -0.0804387149204, -0.107772197304, 0.0133550586691	0, -0.000981366330185, -0.0408382043662, 0.0727232310216, -0.0327280829665, -0.0247660315202, 0.0561673063004, 0.0848806535913, -0.00993099035729, -0.126895529876, 0.0589398545562, -0.092817047821, 0.0186341741391, 0.00173019613888										0	0	-1	0	0	0	0	0	0	0		-1	T15	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAR007C	Excluded	false												0, 0.013497991749, -0.0271897297933, 0.0119249484797, 0.0201999229435, -0.0322116464011, -0.0266311837398, -0.0250595963595, -0.0420408400462, -0.0140624556058, -0.0855120140822, -0.0938944440439, -0.0514739054817, -0.0636202381811																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YAR014C	SigPrize	true	0, -0.205579974535, 0.0579700686373, 0.230817841861, 0.0661236424653, 0.401302792349, 0.151728955343, 0.234623941364, 0.523160454617, 0.361206890239, 0.440208075014, 0.293252756428, 0.298306395806, 0.573859221576	0, -0.150897451022, -0.0391324788694, 0.0521376233352, -0.130428610851, -2.97789500336, 0.103396924492, 0.320195821266, 0.156267163052, -2.44693445595, 0.0551956542421, 0.0551956542421, 0.153027043465, 0.0497701518164	0, 0.039138393907, 0.00288250853312, -0.14386683739, 0.238909116698, 0.451435330437, 0.377401430786, 1.02147972741, 0.161307263721, 0.161307263721, 0.401739674793, 0.493749794473, 0.493749794473, 0.399772661102									0, -0.0396217416375, 0.0536674490388, -0.0391176553148, -0.0754896034294, -0.0628967049723, -0.110323988162, -0.139537714487, -0.0754744015639, 0.054917919129, -0.00388607878245, -0.0517879102801, -0.0384211199985, -0.0457292298551	0, -0.197054089128, -0.197054089128, -0.105286987429, -0.0926170485081, -0.0926170485081, 0.030547964163, 0.198116929152, -0.0554113821329, -0.296633471993, 0.17210342844, -0.129591876911, -0.182556834812, -0.107896570247																			0	0	0	0	0	0	0	0	0	0	0	1	T60	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
