YJR059W	YPR074C
YBR160W	YDR239C
YJR059W	YPR091C
YNL166C	YPL031C
YJR059W	YKL064W
YBR160W	YJL076W
YLR096W	YNL054W
YDR054C	YHR205W
YDR477W	YPR115W
YBR160W	YNL233W
YHR183W	YPL031C
YAR002W	YBR160W
YDR379W	YPL031C
YBR160W	YMR291W
YIL047C	YPL031C
YHL034C	YJR059W
YLR248W	YNL074C
YLR248W	YOR018W
YGL014W	YJR059W
YJR059W	YLL029W
YBR130C	YDR477W
YBR160W	YCL014W
YAL031C	YBR160W
YJR059W	YLR319C
YBR157C	YJR059W
YBR270C	YJR059W
YJR059W	YKL168C
YHR205W	YNL167C
YBR287W	YPL031C
YBL007C	YLR248W
YKL064W	YKL166C
YBR160W	YHR159W
YBR160W	YLR096W
YFL033C	YHR205W
YDR477W	YHR205W
YNR013C	YPL031C
YDR477W	YMR037C
YJR059W	YML031W
YDL173W	YPL031C
YCL032W	YLR113W
YBR160W	YML027W
YBL105C	YLR133W
YLL024C	YPL031C
YDR293C	YPL031C
YJR059W	YKL166C
YER125W	YPL209C
YBR160W	YDR507C
YBR160W	YOR081C
YGR009C	YLR096W
YGL035C	YKL048C
YGR008C	YJR059W
YJR059W	YMR068W
YBR160W	YLR045C
YDR153C	YJR059W
YIL033C	YKL048C
YBL105C	YJL095W
YLR146C	YPL031C
YJR053W	YKL048C
YLR248W	YNL267W
YJR059W	YLR133W
YBR160W	YDL140C
YBR160W	YDR217C
YBR160W	YJR059W
YBR160W	YNR047W
YCL014W	YPL031C
YER016W	YPL209C
YJR059W	YKR100C
YGR285C	YKL166C
YHR031C	YLR248W
YDL117W	YER118C
YML119W	YPL031C
YLR113W	YLR138W
YBR160W	YDR348C
YBR160W	YPL269W
YJL128C	YJR059W
YJL128C	YLR113W
YDR477W	YER040W
YDR477W	YKL048C
YJR059W	YNR039C
YBR160W	YKL168C
YBR160W	YNL058C
YJR001W	YKL166C
YDL140C	YER125W
YBR160W	YOR083W
YER125W	YHR131C
YBR160W	YER032W
YBR160W	YDR227W
YBR130C	YPL031C
YER125W	YNL271C
YDR477W	YNR016C
YBR160W	YDL225W
YCL032W	YER118C
YLR113W	YLR248W
YBR160W	YDR130C
YDL223C	YJL095W
YOR359W	YPL031C
YJL146W	YPL031C
YBR160W	YEL032W
YBR160W	YLR223C
